pair,role_a,role_b,track,mfcc_l2,mfcc_mae,mfcc_pearsonr,mfcc_frame_l2,cosine_similarity,centroid_diff,rolloff_diff,bandwidth_diff,chroma_cosine,chroma_pearsonr,mel_l1,mel_l2,rms_db_diff,tempo_diff,mfcc_band_0_mae,mfcc_band_1_mae,mfcc_band_2_mae,mfcc_band_3_mae,mfcc_band_4_mae,mfcc_band_5_mae,mfcc_band_6_mae,mfcc_band_7_mae,mfcc_band_8_mae,mfcc_band_9_mae,mfcc_band_10_mae,mfcc_band_11_mae,mfcc_band_12_mae
model_vs_target,model,target,02035_Spowder_Miracle_Grow_instrumental_chunk011_22000ms,673.1336669921875,69.05937194824219,0.7086151632810259,173.52398681640625,0.8138771252154855,646.7514022203361,2240.1479034074655,1452.4878671583706,0.9829062475757757,0.17504682919735148,22.42522430419922,26.364274978637695,37.61654066799187,11.158906882591097,663.03369140625,68.4560317993164,83.23213195800781,16.552263259887695,34.54518508911133,0.5879745483398438,17.615583419799805,1.6594252586364746,0.10935640335083008,1.2136411666870117,0.24472954869270325,9.938234329223633,0.5835495591163635
model_vs_target,model,target,02035_Spowder_Miracle_Grow_instrumental_chunk012_24000ms,672.2877197265625,68.86359405517578,0.7291932355834874,169.50221252441406,0.8176131404324829,18.28278896725078,669.9645839114173,926.8410138252934,0.9940548345102261,0.5012571510095897,20.366249084472656,23.71403694152832,36.55150712937513,196.44325657894737,663.6068115234375,44.63439178466797,86.83114624023438,13.33026123046875,36.22016525268555,4.04190731048584,18.159378051757812,4.895328044891357,2.1511430740356445,4.611733913421631,3.054488182067871,13.021062850952148,0.6689338088035583
model_vs_target,model,target,02035_Spowder_Miracle_Grow_instrumental_chunk013_26000ms,666.1407470703125,70.74286651611328,0.7089264278195311,170.3533477783203,0.816786246424937,231.84829946513946,1251.526556161015,1116.4638253052758,0.9952581270381221,0.6363104746599247,24.5684871673584,28.259538650512695,37.21566317913859,89.10290948275862,655.67724609375,61.509315490722656,87.81130981445312,16.473264694213867,35.92091369628906,7.661031723022461,21.416934967041016,3.710796356201172,5.562074661254883,8.225940704345703,1.7841641902923584,11.711906433105469,2.192270278930664
benchmark_vs_target,benchmark,target,02034_Vitamin_Pets_Is_Dead_instrumental_chunk005_10000ms,251.56143188476562,52.02774429321289,0.9090420267300754,80.5179443359375,0.855457127718929,1213.5092337663186,22.82563416854191,1172.8488838076114,0.987194180135121,0.6455739910392384,25.97222328186035,29.81452751159668,1.887529565921355,23.15398185483872,181.74574279785156,16.230728149414062,115.40789794921875,39.72642517089844,60.525753021240234,38.33803939819336,7.120190143585205,68.03872680664062,42.766845703125,29.160236358642578,5.655767440795898,35.566261291503906,36.07804489135742
benchmark_vs_target,benchmark,target,02034_Vitamin_Pets_Is_Dead_instrumental_chunk006_12000ms,215.003173828125,43.205909729003906,0.7940910589305982,65.57269287109375,0.6880837291839604,1784.9365680243768,1522.065393199091,524.6270047730527,0.9920959532432537,0.6752556058294084,31.165037155151367,34.848594665527344,1.5278235583316686,46.6552734375,39.5379638671875,67.20600891113281,157.5260772705078,10.261672973632812,83.98854064941406,2.1365814208984375,4.69160795211792,54.78424835205078,37.37928009033203,52.146385192871094,26.302640914916992,14.5601167678833,11.155710220336914
benchmark_vs_target,benchmark,target,02034_Vitamin_Pets_Is_Dead_instrumental_chunk007_14000ms,213.78549194335938,47.88050842285156,0.9248004101711657,78.62771606445312,0.8719777581119741,1432.88925054812,312.6626213737154,1155.9902434125247,0.9645347033163955,0.3596495262580792,26.273523330688477,30.557308197021484,1.7605091976535086,78.14468876008064,134.58740234375,33.87865447998047,97.16580200195312,35.91700744628906,53.65459060668945,23.833003997802734,0.5440623760223389,72.68363952636719,29.786338806152344,46.91899108886719,6.295934677124023,38.446834564208984,48.734230041503906
benchmark_vs_target,benchmark,target,02034_Vitamin_Pets_Is_Dead_instrumental_chunk008_16000ms,214.85153198242188,44.43354797363281,0.775099755444091,64.8775405883789,0.6739679003588847,1883.6195260286513,1863.2328116375465,426.2969351405909,0.9970033601620278,0.5612760489822225,31.57646369934082,35.314579010009766,3.731063020367417,18.229166666666664,51.197479248046875,62.59503173828125,154.90695190429688,20.752975463867188,85.9610595703125,5.892606735229492,2.4074974060058594,55.0496826171875,34.93724822998047,48.971527099609375,26.201223373413086,17.187454223632812,11.575345993041992
benchmark_vs_target,benchmark,target,02034_Vitamin_Pets_Is_Dead_instrumental_chunk009_18000ms,294.44696044921875,55.135982513427734,0.9123435475363529,87.51737213134766,0.8547442170847539,1551.5459233535953,718.0522329910946,1022.6292906849412,0.9483607718647582,0.5309498731021496,25.29432487487793,29.449932098388672,4.484362639249287,17.9443359375,248.44935607910156,22.47283172607422,78.65227508544922,44.35934829711914,59.22896194458008,6.958805084228516,8.805004119873047,67.84934997558594,30.57428741455078,50.29737854003906,6.0053815841674805,35.61322784423828,57.501564025878906
benchmark_vs_target,benchmark,target,02034_Vitamin_Pets_Is_Dead_instrumental_chunk010_20000ms,205.51052856445312,42.399070739746094,0.8153793204588906,62.08049392700195,0.680972504167249,1707.1203658259942,1726.5413450158158,358.07684997518936,0.9963509521821808,0.22242511475560803,31.396209716796875,35.02640914916992,2.6973000332847654,58.1396484375,24.38519287109375,66.36517333984375,147.99362182617188,18.01018524169922,84.75533294677734,12.928060531616211,3.8678321838378906,54.493263244628906,33.19992446899414,49.06997299194336,27.007715225219727,16.878398895263672,12.233219146728516
benchmark_vs_target,benchmark,target,02034_Vitamin_Pets_Is_Dead_instrumental_chunk011_22000ms,267.724609375,53.06288528442383,0.9379072677738822,82.15628051757812,0.8651303531834239,1222.231528601621,47.52579315849016,1190.4295930183625,0.9503756599327411,0.15291654703540247,25.760128021240234,30.078655242919922,2.789390732286961,49.254834127565985,215.20533752441406,33.13780212402344,81.80696868896484,23.56713104248047,45.34356689453125,23.85040283203125,7.916810035705566,83.17481231689453,37.16792297363281,42.90494918823242,9.838964462280273,28.758424758911133,57.14439010620117
