pair,mfcc_l2_mean,mfcc_l2_std,mfcc_mae_mean,mfcc_mae_std,mfcc_pearsonr_mean,mfcc_pearsonr_std,mfcc_frame_l2_mean,mfcc_frame_l2_std,cosine_similarity_mean,cosine_similarity_std,centroid_diff_mean,centroid_diff_std,rolloff_diff_mean,rolloff_diff_std,bandwidth_diff_mean,bandwidth_diff_std,chroma_cosine_mean,chroma_cosine_std,chroma_pearsonr_mean,chroma_pearsonr_std,mel_l1_mean,mel_l1_std,mel_l2_mean,mel_l2_std,rms_db_diff_mean,rms_db_diff_std,tempo_diff_mean,tempo_diff_std
benchmark_vs_target,236.37115014117697,28.24227975190981,48.536690753439196,4.579914059605202,0.8333429731999837,0.07329356426758414,72.75892738673998,9.192961305239812,0.76811763053003,0.08681594066557093,2724.4534595698046,1064.669425907459,3045.1404945070667,1960.6024551157086,507.466009746341,422.79523276675195,0.9695740204846104,0.02557820913909906,-0.0697104131954422,0.5474052173183043,27.450361998184867,3.1953524685937333,31.643156797989555,3.17841363361048,2.904628338983577,1.948336998637833,51.353083853064575,39.327231328638504
model_vs_source,35.071062875830606,18.475845005584137,6.259974821754124,2.582057265277866,0.9996940628669201,0.00018350374644076836,15.13655828393024,4.167782000308793,0.9991366270360728,0.0006765529671593087,841.281720040892,287.8320647441644,2172.0782413395605,784.4773966057647,1179.2612638829698,378.3055502489548,0.9853116584197007,0.010296118398046245,0.7501944358464503,0.21166902736470394,2.8283918525861655,0.6038562800239491,5.472223468448805,0.7548985047727697,1.4605036044590718,1.2212373925594573,24.922743237382548,43.23242766872501
model_vs_target,638.2114443571671,45.96326453977128,67.69686955990998,4.885493913910602,0.8003514914034066,0.054896354509376515,165.92692831288213,15.091558659569584,0.8519228943788452,0.02504780327232881,1238.8120493396702,1357.08760852805,2523.7828130176895,2466.5773069896454,1157.2130089858017,448.7598260150013,0.9900192801819073,0.005931629016904157,0.20160168307100773,0.5137623992300492,22.73230370231297,2.8178678563612203,26.666869868402895,3.0750608720697765,35.72769654679133,3.5360167676387837,37.32733414975709,45.41257437916508
